date,UNEMP.ACT.FEMALES,UNEMP.ACT.MALES,UNEMP.ACT.PERSONS,UNEMP.AUS.ADULT.FEMALES.FT,UNEMP.AUS.ADULT.MALES.FT,UNEMP.AUS.FEMALES,UNEMP.AUS.FEMALES.PT,UNEMP.AUS.JUNIOR.FEMALES.FT,UNEMP.AUS.JUNIOR.MALES.FT,UNEMP.AUS.MALES,UNEMP.AUS.MALES.PT,UNEMP.AUS.PERSONS,UNEMP.NSW.FEMALES,UNEMP.NSW.MALES,UNEMP.NSW.PERSONS,UNEMP.NT.FEMALES,UNEMP.NT.MALES,UNEMP.NT.PERSONS,UNEMP.QLD.FEMALES,UNEMP.QLD.MALES,UNEMP.QLD.PERSONS,UNEMP.SA.FEMALES,UNEMP.SA.MALES,UNEMP.SA.PERSONS,UNEMP.TAS.FEMALES,UNEMP.TAS.MALES,UNEMP.TAS.PERSONS,UNEMP.VIC.FEMALES,UNEMP.VIC.MALES,UNEMP.VIC.PERSONS,UNEMP.WA.FEMALES,UNEMP.WA.MALES,UNEMP.WA.PERSONS
01-Jun-79,0.00587349303245491,0.00438415328031593,0.00218711639929431,0.00063839250012233,0.000247753674644643,0.000337772256673926,0.00148325662320552,0.00329665801359457,0.00242832473597131,0.000189590817698436,0.00319392197071071,0.00010506461439079,0.00135019942241384,0.000710112976945066,0.000400314546727263,0.0211930759914754,0.0131615698401613,0.00766352546077358,0.00175198094530412,0.00101085826846108,0.00055865798130671,0.00234555798505924,0.00126843889884938,0.000714184996305487,0.00382443053516335,0.00162013653642278,0.000924232731305664,0.00133712991915116,0.000770977531409079,0.000420345372389075,0.00279900095348596,0.00180036146102693,0.000954047044853169
01-Jul-79,0.00587349303245491,0.00438415328031593,0.00218711639929431,0.00063839250012233,0.000247753674644643,0.000337772256673926,0.00148325662320552,0.00329665801359457,0.00242832473597131,0.000189590817698436,0.00319392197071071,0.00010506461439079,0.00135019942241384,0.000710112976945066,0.000400314546727263,0.0211930759914754,0.0131615698401613,0.00766352546077358,0.00175198094530412,0.00101085826846108,0.00055865798130671,0.00234555798505924,0.00126843889884938,0.000714184996305487,0.00382443053516335,0.00162013653642278,0.000924232731305664,0.00133712991915116,0.000770977531409079,0.000420345372389075,0.00279900095348596,0.00180036146102693,0.000954047044853169
01-Aug-79,0.00587349303245491,0.00438415328031593,0.00218711639929431,0.00063839250012233,0.000247753674644643,0.000337772256673926,0.00148325662320552,0.00329665801359457,0.00242832473597131,0.000189590817698436,0.00319392197071071,0.00010506461439079,0.00135019942241384,0.000710112976945066,0.000400314546727263,0.0211930759914754,0.0131615698401613,0.00766352546077358,0.00175198094530412,0.00101085826846108,0.00055865798130671,0.00234555798505924,0.00126843889884938,0.000714184996305487,0.00382443053516335,0.00162013653642278,0.000924232731305664,0.00133712991915116,0.000770977531409079,0.000420345372389075,0.00279900095348596,0.00180036146102693,0.000954047044853169
01-Sep-79,0.00587349303245491,0.00438415328031593,0.00218711639929431,0.00063839250012233,0.000247753674644643,0.000337772256673926,0.00148325662320552,0.00329665801359457,0.00242832473597131,0.000189590817698436,0.00319392197071071,0.00010506461439079,0.00135019942241384,0.000710112976945066,0.000400314546727263,0.0211930759914754,0.0131615698401613,0.00766352546077358,0.00175198094530412,0.00101085826846108,0.00055865798130671,0.00234555798505924,0.00126843889884938,0.000714184996305487,0.00382443053516335,0.00162013653642278,0.000924232731305664,0.00133712991915116,0.000770977531409079,0.000420345372389075,0.00279900095348596,0.00180036146102693,0.000954047044853169
01-Oct-79,0.00587349303245491,0.00438415328031593,0.00218711639929431,0.00063839250012233,0.000247753674644643,0.000337772256673926,0.00148325662320552,0.00329665801359457,0.00242832473597131,0.000189590817698436,0.00319392197071071,0.00010506461439079,0.00135019942241384,0.000710112976945066,0.000400314546727263,0.0211930759914754,0.0131615698401613,0.00766352546077358,0.00175198094530412,0.00101085826846108,0.00055865798130671,0.00234555798505924,0.00126843889884938,0.000714184996305487,0.00382443053516335,0.00162013653642278,0.000924232731305664,0.00133712991915116,0.000770977531409079,0.000420345372389075,0.00279900095348596,0.00180036146102693,0.000954047044853169
01-Nov-79,0.00587349303245491,0.00438415328031593,0.00218711639929431,0.00063839250012233,0.000247753674644643,0.000337772256673926,0.00148325662320552,0.00329665801359457,0.00242832473597131,0.000189590817698436,0.00319392197071071,0.00010506461439079,0.00135019942241384,0.000710112976945066,0.000400314546727263,0.0211930759914754,0.0131615698401613,0.00766352546077358,0.00175198094530412,0.00101085826846108,0.00055865798130671,0.00234555798505924,0.00126843889884938,0.000714184996305487,0.00382443053516335,0.00162013653642278,0.000924232731305664,0.00133712991915116,0.000770977531409079,0.000420345372389075,0.00279900095348596,0.00180036146102693,0.000954047044853169
01-Dec-79,0.00587349303245491,0.00438415328031593,0.00218711639929431,0.00063839250012233,0.000247753674644643,0.000337772256673926,0.00148325662320552,0.00329665801359457,0.00242832473597131,0.000189590817698436,0.00319392197071071,0.00010506461439079,0.00135019942241384,0.000710112976945066,0.000400314546727263,0.0211930759914754,0.0131615698401613,0.00766352546077358,0.00175198094530412,0.00101085826846108,0.00055865798130671,0.00234555798505924,0.00126843889884938,0.000714184996305487,0.00382443053516335,0.00162013653642278,0.000924232731305664,0.00133712991915116,0.000770977531409079,0.000420345372389075,0.00279900095348596,0.00180036146102693,0.000954047044853169
01-Jan-80,0.00587349303245491,0.00438415328031593,0.00218711639929431,0.00063839250012233,0.000247753674644643,0.000337772256673926,0.00148325662320552,0.00329665801359457,0.00242832473597131,0.000189590817698436,0.00319392197071071,0.00010506461439079,0.00135019942241384,0.000710112976945066,0.000400314546727263,0.0211930759914754,0.0131615698401613,0.00766352546077358,0.00175198094530412,0.00101085826846108,0.00055865798130671,0.00234555798505924,0.00126843889884938,0.000714184996305487,0.00382443053516335,0.00162013653642278,0.000924232731305664,0.00133712991915116,0.000770977531409079,0.000420345372389075,0.00279900095348596,0.00180036146102693,0.000954047044853169
01-Feb-80,0.00587349303245491,0.00438415328031593,0.00218711639929431,0.00063839250012233,0.000247753674644643,0.000337772256673926,0.00148325662320552,0.00329665801359457,0.00242832473597131,0.000189590817698436,0.00319392197071071,0.00010506461439079,0.00135019942241384,0.000710112976945066,0.000400314546727263,0.0211930759914754,0.0131615698401613,0.00766352546077358,0.00175198094530412,0.00101085826846108,0.00055865798130671,0.00234555798505924,0.00126843889884938,0.000714184996305487,0.00382443053516335,0.00162013653642278,0.000924232731305664,0.00133712991915116,0.000770977531409079,0.000420345372389075,0.00279900095348596,0.00180036146102693,0.000954047044853169
01-Mar-80,0.00587349303245491,0.00438415328031593,0.00218711639929431,0.00063839250012233,0.000247753674644643,0.000337772256673926,0.00148325662320552,0.00329665801359457,0.00242832473597131,0.000189590817698436,0.00319392197071071,0.00010506461439079,0.00135019942241384,0.000710112976945066,0.000400314546727263,0.0211930759914754,0.0131615698401613,0.00766352546077358,0.00175198094530412,0.00101085826846108,0.00055865798130671,0.00234555798505924,0.00126843889884938,0.000714184996305487,0.00382443053516335,0.00162013653642278,0.000924232731305664,0.00133712991915116,0.000770977531409079,0.000420345372389075,0.00279900095348596,0.00180036146102693,0.000954047044853169
01-Apr-80,0.00587349303245491,0.00438415328031593,0.00218711639929431,0.00063839250012233,0.000247753674644643,0.000337772256673926,0.00148325662320552,0.00329665801359457,0.00242832473597131,0.000189590817698436,0.00319392197071071,0.00010506461439079,0.00135019942241384,0.000710112976945066,0.000400314546727263,0.0211930759914754,0.0131615698401613,0.00766352546077358,0.00175198094530412,0.00101085826846108,0.00055865798130671,0.00234555798505924,0.00126843889884938,0.000714184996305487,0.00382443053516335,0.00162013653642278,0.000924232731305664,0.00133712991915116,0.000770977531409079,0.000420345372389075,0.00279900095348596,0.00180036146102693,0.000954047044853169
01-May-80,0.00587349303245491,0.00438415328031593,0.00218711639929431,0.00063839250012233,0.000247753674644643,0.000337772256673926,0.00148325662320552,0.00329665801359457,0.00242832473597131,0.000189590817698436,0.00319392197071071,0.00010506461439079,0.00135019942241384,0.000710112976945066,0.000400314546727263,0.0211930759914754,0.0131615698401613,0.00766352546077358,0.00175198094530412,0.00101085826846108,0.00055865798130671,0.00234555798505924,0.00126843889884938,0.000714184996305487,0.00382443053516335,0.00162013653642278,0.000924232731305664,0.00133712991915116,0.000770977531409079,0.000420345372389075,0.00279900095348596,0.00180036146102693,0.000954047044853169
01-Jun-80,0.00587349303245491,0.00438415328031593,0.00218711639929431,0.00063839250012233,0.000247753674644643,0.000337772256673926,0.00148325662320552,0.00329665801359457,0.00242832473597131,0.000189590817698436,0.00319392197071071,0.00010506461439079,0.00135019942241384,0.000710112976945066,0.000400314546727263,0.0211930759914754,0.0131615698401613,0.00766352546077358,0.00175198094530412,0.00101085826846108,0.00055865798130671,0.00234555798505924,0.00126843889884938,0.000714184996305487,0.00382443053516335,0.00162013653642278,0.000924232731305664,0.00133712991915116,0.000770977531409079,0.000420345372389075,0.00279900095348596,0.00180036146102693,0.000954047044853169
01-Jul-80,0.00587349303245491,0.00438415328031593,0.00218711639929431,0.00063839250012233,0.000247753674644643,0.000337772256673926,0.00148325662320552,0.00329665801359457,0.00242832473597131,0.000189590817698436,0.00319392197071071,0.00010506461439079,0.00135019942241384,0.000710112976945066,0.000400314546727263,0.0211930759914754,0.0131615698401613,0.00766352546077358,0.00175198094530412,0.00101085826846108,0.00055865798130671,0.00234555798505924,0.00126843889884938,0.000714184996305487,0.00382443053516335,0.00162013653642278,0.000924232731305664,0.00133712991915116,0.000770977531409079,0.000420345372389075,0.00279900095348596,0.00180036146102693,0.000954047044853169
01-Aug-80,0.00587349303245491,0.00438415328031593,0.00218711639929431,0.00063839250012233,0.000247753674644643,0.000337772256673926,0.00148325662320552,0.00329665801359457,0.00242832473597131,0.000189590817698436,0.00319392197071071,0.00010506461439079,0.00135019942241384,0.000710112976945066,0.000400314546727263,0.0211930759914754,0.0131615698401613,0.00766352546077358,0.00175198094530412,0.00101085826846108,0.00055865798130671,0.00234555798505924,0.00126843889884938,0.000714184996305487,0.00382443053516335,0.00162013653642278,0.000924232731305664,0.00133712991915116,0.000770977531409079,0.000420345372389075,0.00279900095348596,0.00180036146102693,0.000954047044853169
01-Sep-80,0.00587349303245491,0.00438415328031593,0.00218711639929431,0.00063839250012233,0.000247753674644643,0.000337772256673926,0.00148325662320552,0.00329665801359457,0.00242832473597131,0.000189590817698436,0.00319392197071071,0.00010506461439079,0.00135019942241384,0.000710112976945066,0.000400314546727263,0.0211930759914754,0.0131615698401613,0.00766352546077358,0.00175198094530412,0.00101085826846108,0.00055865798130671,0.00234555798505924,0.00126843889884938,0.000714184996305487,0.00382443053516335,0.00162013653642278,0.000924232731305664,0.00133712991915116,0.000770977531409079,0.000420345372389075,0.00279900095348596,0.00180036146102693,0.000954047044853169
01-Oct-80,0.00587349303245491,0.00438415328031593,0.00218711639929431,0.00063839250012233,0.000247753674644643,0.000337772256673926,0.00148325662320552,0.00329665801359457,0.00242832473597131,0.000189590817698436,0.00319392197071071,0.00010506461439079,0.00135019942241384,0.000710112976945066,0.000400314546727263,0.0211930759914754,0.0131615698401613,0.00766352546077358,0.00175198094530412,0.00101085826846108,0.00055865798130671,0.00234555798505924,0.00126843889884938,0.000714184996305487,0.00382443053516335,0.00162013653642278,0.000924232731305664,0.00133712991915116,0.000770977531409079,0.000420345372389075,0.00279900095348596,0.00180036146102693,0.000954047044853169
01-Nov-80,0.00587349303245491,0.00438415328031593,0.00218711639929431,0.00063839250012233,0.000247753674644643,0.000337772256673926,0.00148325662320552,0.00329665801359457,0.00242832473597131,0.000189590817698436,0.00319392197071071,0.00010506461439079,0.00135019942241384,0.000710112976945066,0.000400314546727263,0.0211930759914754,0.0131615698401613,0.00766352546077358,0.00175198094530412,0.00101085826846108,0.00055865798130671,0.00234555798505924,0.00126843889884938,0.000714184996305487,0.00382443053516335,0.00162013653642278,0.000924232731305664,0.00133712991915116,0.000770977531409079,0.000420345372389075,0.00279900095348596,0.00180036146102693,0.000954047044853169
01-Dec-80,0.00587349303245491,0.00438415328031593,0.00218711639929431,0.00063839250012233,0.000247753674644643,0.000337772256673926,0.00148325662320552,0.00329665801359457,0.00242832473597131,0.000189590817698436,0.00319392197071071,0.00010506461439079,0.00135019942241384,0.000710112976945066,0.000400314546727263,0.0211930759914754,0.0131615698401613,0.00766352546077358,0.00175198094530412,0.00101085826846108,0.00055865798130671,0.00234555798505924,0.00126843889884938,0.000714184996305487,0.00382443053516335,0.00162013653642278,0.000924232731305664,0.00133712991915116,0.000770977531409079,0.000420345372389075,0.00279900095348596,0.00180036146102693,0.000954047044853169
01-Jan-81,0.00587349303245491,0.00438415328031593,0.00218711639929431,0.00063839250012233,0.000247753674644643,0.000337772256673926,0.00148325662320552,0.00329665801359457,0.00242832473597131,0.000189590817698436,0.00319392197071071,0.00010506461439079,0.00135019942241384,0.000710112976945066,0.000400314546727263,0.0211930759914754,0.0131615698401613,0.00766352546077358,0.00175198094530412,0.00101085826846108,0.00055865798130671,0.00234555798505924,0.00126843889884938,0.000714184996305487,0.00382443053516335,0.00162013653642278,0.000924232731305664,0.00133712991915116,0.000770977531409079,0.000420345372389075,0.00279900095348596,0.00180036146102693,0.000954047044853169
01-Feb-81,0.00587349303245491,0.00438415328031593,0.00218711639929431,0.00063839250012233,0.000247753674644643,0.000337772256673926,0.00148325662320552,0.00329665801359457,0.00242832473597131,0.000189590817698436,0.00319392197071071,0.00010506461439079,0.00135019942241384,0.000710112976945066,0.000400314546727263,0.0211930759914754,0.0131615698401613,0.00766352546077358,0.00175198094530412,0.00101085826846108,0.00055865798130671,0.00234555798505924,0.00126843889884938,0.000714184996305487,0.00382443053516335,0.00162013653642278,0.000924232731305664,0.00133712991915116,0.000770977531409079,0.000420345372389075,0.00279900095348596,0.00180036146102693,0.000954047044853169
01-Mar-81,0.00587349303245491,0.00438415328031593,0.00218711639929431,0.00063839250012233,0.000247753674644643,0.000337772256673926,0.00148325662320552,0.00329665801359457,0.00242832473597131,0.000189590817698436,0.00319392197071071,0.00010506461439079,0.00135019942241384,0.000710112976945066,0.000400314546727263,0.0211930759914754,0.0131615698401613,0.00766352546077358,0.00175198094530412,0.00101085826846108,0.00055865798130671,0.00234555798505924,0.00126843889884938,0.000714184996305487,0.00382443053516335,0.00162013653642278,0.000924232731305664,0.00133712991915116,0.000770977531409079,0.000420345372389075,0.00279900095348596,0.00180036146102693,0.000954047044853169
01-Apr-81,0.00587349303245491,0.00438415328031593,0.00218711639929431,0.00063839250012233,0.000247753674644643,0.000337772256673926,0.00148325662320552,0.00329665801359457,0.00242832473597131,0.000189590817698436,0.00319392197071071,0.00010506461439079,0.00135019942241384,0.000710112976945066,0.000400314546727263,0.0211930759914754,0.0131615698401613,0.00766352546077358,0.00175198094530412,0.00101085826846108,0.00055865798130671,0.00234555798505924,0.00126843889884938,0.000714184996305487,0.00382443053516335,0.00162013653642278,0.000924232731305664,0.00133712991915116,0.000770977531409079,0.000420345372389075,0.00279900095348596,0.00180036146102693,0.000954047044853169
01-May-81,0.00587349303245491,0.00438415328031593,0.00218711639929431,0.00063839250012233,0.000247753674644643,0.000337772256673926,0.00148325662320552,0.00329665801359457,0.00242832473597131,0.000189590817698436,0.00319392197071071,0.00010506461439079,0.00135019942241384,0.000710112976945066,0.000400314546727263,0.0211930759914754,0.0131615698401613,0.00766352546077358,0.00175198094530412,0.00101085826846108,0.00055865798130671,0.00234555798505924,0.00126843889884938,0.000714184996305487,0.00382443053516335,0.00162013653642278,0.000924232731305664,0.00133712991915116,0.000770977531409079,0.000420345372389075,0.00279900095348596,0.00180036146102693,0.000954047044853169
01-Jun-81,0.00587349303245491,0.00438415328031593,0.00218711639929431,0.00063839250012233,0.000247753674644643,0.000337772256673926,0.00148325662320552,0.00329665801359457,0.00242832473597131,0.000189590817698436,0.00319392197071071,0.00010506461439079,0.00135019942241384,0.000710112976945066,0.000400314546727263,0.0211930759914754,0.0131615698401613,0.00766352546077358,0.00175198094530412,0.00101085826846108,0.00055865798130671,0.00234555798505924,0.00126843889884938,0.000714184996305487,0.00382443053516335,0.00162013653642278,0.000924232731305664,0.00133712991915116,0.000770977531409079,0.000420345372389075,0.00279900095348596,0.00180036146102693,0.000954047044853169
01-Jul-81,0.00587349303245491,0.00438415328031593,0.00218711639929431,0.00063839250012233,0.000247753674644643,0.000337772256673926,0.00148325662320552,0.00329665801359457,0.00242832473597131,0.000189590817698436,0.00319392197071071,0.00010506461439079,0.00135019942241384,0.000710112976945066,0.000400314546727263,0.0211930759914754,0.0131615698401613,0.00766352546077358,0.00175198094530412,0.00101085826846108,0.00055865798130671,0.00234555798505924,0.00126843889884938,0.000714184996305487,0.00382443053516335,0.00162013653642278,0.000924232731305664,0.00133712991915116,0.000770977531409079,0.000420345372389075,0.00279900095348596,0.00180036146102693,0.000954047044853169
